Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0272,Domestic Violence / Emotional Abuse,Do you feel monitored or excessively controlled at home within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0272,Domestic Violence / Emotional Abuse,Do you feel monitored or excessively controlled at home within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0273,Domestic Violence / Financial Abuse,Has someone used a weapon or object to hurt you by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0273,Domestic Violence / Financial Abuse,Has someone used a weapon or object to hurt you by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0273,Domestic Violence / Financial Abuse,Has someone used a weapon or object to hurt you by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0274,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0274,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0274,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0275,Domestic Violence / Emotional Abuse,Have you been forced to give up your job without your consent repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0275,Domestic Violence / Emotional Abuse,Have you been forced to give up your job without your consent repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0275,Domestic Violence / Emotional Abuse,Have you been forced to give up your job without your consent repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0276,Domestic Violence / Financial Abuse,Is your dowry used to control or manipulate you in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0276,Domestic Violence / Financial Abuse,Is your dowry used to control or manipulate you in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0276,Domestic Violence / Financial Abuse,Is your dowry used to control or manipulate you in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0277,Domestic Violence / Physical Abuse,Do you feel constantly blamed for family issues by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0277,Domestic Violence / Physical Abuse,Do you feel constantly blamed for family issues by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0277,Domestic Violence / Physical Abuse,Do you feel constantly blamed for family issues by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0278,Domestic Violence / Emotional Abuse,Are you compared negatively to others by your spouse or in-laws without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0278,Domestic Violence / Emotional Abuse,Are you compared negatively to others by your spouse or in-laws without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0278,Domestic Violence / Emotional Abuse,Are you compared negatively to others by your spouse or in-laws without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0279,Domestic Violence / Financial Abuse,Have you been forced to hand over your salary to a male family member without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0279,Domestic Violence / Financial Abuse,Have you been forced to hand over your salary to a male family member without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0279,Domestic Violence / Financial Abuse,Have you been forced to hand over your salary to a male family member without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0280,Domestic Violence / Physical Abuse,Are you emotionally blackmailed using your children during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0280,Domestic Violence / Physical Abuse,Are you emotionally blackmailed using your children during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0280,Domestic Violence / Physical Abuse,Are you emotionally blackmailed using your children during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0281,Domestic Violence / Emotional Abuse,Do you feel monitored or excessively controlled at home without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0281,Domestic Violence / Emotional Abuse,Do you feel monitored or excessively controlled at home without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0281,Domestic Violence / Emotional Abuse,Do you feel monitored or excessively controlled at home without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0282,Domestic Violence / Financial Abuse,Have you been stopped from opening a bank account by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0282,Domestic Violence / Financial Abuse,Have you been stopped from opening a bank account by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0282,Domestic Violence / Financial Abuse,Have you been stopped from opening a bank account by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0283,Domestic Violence / Physical Abuse,Do you feel monitored or excessively controlled at home as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0283,Domestic Violence / Physical Abuse,Do you feel monitored or excessively controlled at home as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0283,Domestic Violence / Physical Abuse,Do you feel monitored or excessively controlled at home as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0284,Domestic Violence / Emotional Abuse,Have you been pushed or shoved during an argument as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0284,Domestic Violence / Emotional Abuse,Have you been pushed or shoved during an argument as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0284,Domestic Violence / Emotional Abuse,Have you been pushed or shoved during an argument as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0285,Domestic Violence / Financial Abuse,Do you feel constantly blamed for family issues,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0285,Domestic Violence / Financial Abuse,Do you feel constantly blamed for family issues,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0285,Domestic Violence / Financial Abuse,Do you feel constantly blamed for family issues,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0286,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0286,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0286,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0287,Domestic Violence / Emotional Abuse,Do you feel constantly blamed for family issues due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0287,Domestic Violence / Emotional Abuse,Do you feel constantly blamed for family issues due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0287,Domestic Violence / Emotional Abuse,Do you feel constantly blamed for family issues due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0288,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0288,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0288,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0289,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0289,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0289,Domestic Violence / Physical Abuse,Has someone used a weapon or object to hurt you in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0290,Domestic Violence / Emotional Abuse,Is your dowry used to control or manipulate you in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0290,Domestic Violence / Emotional Abuse,Is your dowry used to control or manipulate you in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0290,Domestic Violence / Emotional Abuse,Is your dowry used to control or manipulate you in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0291,Domestic Violence / Financial Abuse,Have you had bruises or injuries that you were forced to hide by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0291,Domestic Violence / Financial Abuse,Have you had bruises or injuries that you were forced to hide by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0291,Domestic Violence / Financial Abuse,Have you had bruises or injuries that you were forced to hide by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0292,Domestic Violence / Physical Abuse,Have you been forced to hand over your salary to a male family member within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0292,Domestic Violence / Physical Abuse,Have you been forced to hand over your salary to a male family member within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0292,Domestic Violence / Physical Abuse,Have you been forced to hand over your salary to a male family member within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0293,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0293,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0293,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0294,Domestic Violence / Financial Abuse,Has your partner ever burned you or threatened to burn you during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0294,Domestic Violence / Financial Abuse,Has your partner ever burned you or threatened to burn you during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0294,Domestic Violence / Financial Abuse,Has your partner ever burned you or threatened to burn you during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0295,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0295,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0295,Domestic Violence / Physical Abuse,Have you been stopped from opening a bank account in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0296,Domestic Violence / Emotional Abuse,Have you had bruises or injuries that you were forced to hide without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0296,Domestic Violence / Emotional Abuse,Have you had bruises or injuries that you were forced to hide without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0296,Domestic Violence / Emotional Abuse,Have you had bruises or injuries that you were forced to hide without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0297,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0297,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0297,Domestic Violence / Financial Abuse,Are you compared negatively to others by your spouse or in-laws in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0298,Domestic Violence / Physical Abuse,Have you been pushed or shoved during an argument in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0298,Domestic Violence / Physical Abuse,Have you been pushed or shoved during an argument in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0298,Domestic Violence / Physical Abuse,Have you been pushed or shoved during an argument in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0299,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0299,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0299,Domestic Violence / Emotional Abuse,Has your partner ever burned you or threatened to burn you in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0300,Domestic Violence / Financial Abuse,Have you been pushed or shoved during an argument without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0300,Domestic Violence / Financial Abuse,Have you been pushed or shoved during an argument without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0300,Domestic Violence / Financial Abuse,Have you been pushed or shoved during an argument without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0301,Domestic Violence / Physical Abuse,Is financial control used against you in your home in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0301,Domestic Violence / Physical Abuse,Is financial control used against you in your home in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0301,Domestic Violence / Physical Abuse,Is financial control used against you in your home in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0302,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0302,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0302,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0303,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0303,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0303,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0304,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0304,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0304,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0305,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0305,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0305,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0306,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0306,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0306,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0307,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0307,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0307,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0308,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0308,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0308,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0309,Domestic Violence / Financial Abuse,Has someone threatened your safety over financial matters due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0309,Domestic Violence / Financial Abuse,Has someone threatened your safety over financial matters due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0309,Domestic Violence / Financial Abuse,Has someone threatened your safety over financial matters due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0310,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0310,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0310,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0311,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0311,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0311,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0312,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0312,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0312,Domestic Violence / Financial Abuse,Do in-laws restrict your personal freedom or finances in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0313,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0313,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0313,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0314,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0314,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0314,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0315,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0315,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0315,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0316,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0316,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0316,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0317,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0317,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0317,Domestic Violence / Emotional Abuse,Has someone threatened your safety over financial matters without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0318,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0318,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0318,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0319,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0319,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0319,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0320,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0320,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0320,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0321,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0321,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0321,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0322,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0322,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0322,Domestic Violence / Physical Abuse,Has your partner forced you into silence about abuse in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0323,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0323,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0323,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0324,Domestic Violence / Financial Abuse,Have you experienced violence related to dowry disputes due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0324,Domestic Violence / Financial Abuse,Have you experienced violence related to dowry disputes due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0324,Domestic Violence / Financial Abuse,Have you experienced violence related to dowry disputes due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0325,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0325,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0325,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0326,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0326,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0326,Domestic Violence / Emotional Abuse,Have you been denied access to basic healthcare intentionally repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0327,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0327,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0327,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0328,Domestic Violence / Physical Abuse,Do in-laws restrict your personal freedom or finances as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0328,Domestic Violence / Physical Abuse,Do in-laws restrict your personal freedom or finances as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0328,Domestic Violence / Physical Abuse,Do in-laws restrict your personal freedom or finances as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0329,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0329,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0329,Domestic Violence / Emotional Abuse,Has your partner forced you into silence about abuse as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0330,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0330,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0330,Domestic Violence / Financial Abuse,Are you regularly deprived of emotional support by someone close in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0331,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0331,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0331,Domestic Violence / Physical Abuse,Are you regularly deprived of emotional support by someone close as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0332,Domestic Violence / Emotional Abuse,Is financial control used against you in your home within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0332,Domestic Violence / Emotional Abuse,Is financial control used against you in your home within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0332,Domestic Violence / Emotional Abuse,Is financial control used against you in your home within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0333,Domestic Violence / Financial Abuse,Have you been denied access to basic healthcare intentionally within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0333,Domestic Violence / Financial Abuse,Have you been denied access to basic healthcare intentionally within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0333,Domestic Violence / Financial Abuse,Have you been denied access to basic healthcare intentionally within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0334,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0334,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0334,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0335,Domestic Violence / Emotional Abuse,Are you regularly deprived of emotional support by someone close repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
