Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0226,Crisis Intervention,Does this significantly impact you: have you used crisis services before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0227,Crisis Intervention,"In general, are you in unbearable emotional pain?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0227,Crisis Intervention,"In general, are you in unbearable emotional pain?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0227,Crisis Intervention,"In general, are you in unbearable emotional pain?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0228,Crisis Intervention,"In the past week, do you have access to means of self-harm that we should secure?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0228,Crisis Intervention,"In the past week, do you have access to means of self-harm that we should secure?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0228,Crisis Intervention,"In the past week, do you have access to means of self-harm that we should secure?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0229,Crisis Intervention,"Over the past few months, are you trembling or shaking?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0229,Crisis Intervention,"Over the past few months, are you trembling or shaking?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0229,Crisis Intervention,"Over the past few months, are you trembling or shaking?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0230,Crisis Intervention,"In your daily life, can you remove dangerous items from your environment?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0230,Crisis Intervention,"In your daily life, can you remove dangerous items from your environment?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0230,Crisis Intervention,"In your daily life, can you remove dangerous items from your environment?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0231,Crisis Intervention,To what degree do you feel overwhelmed and unable to cope?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0231,Crisis Intervention,To what degree do you feel overwhelmed and unable to cope?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0231,Crisis Intervention,To what degree do you feel overwhelmed and unable to cope?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0232,Crisis Intervention,"Over the past few months, are you feeling violent urges?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0232,Crisis Intervention,"Over the past few months, are you feeling violent urges?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0232,Crisis Intervention,"Over the past few months, are you feeling violent urges?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0233,Crisis Intervention,"Regarding your mental health, do you feel like you're in a crisis situation?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0233,Crisis Intervention,"Regarding your mental health, do you feel like you're in a crisis situation?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0233,Crisis Intervention,"Regarding your mental health, do you feel like you're in a crisis situation?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0234,Crisis Intervention,How much are you trembling or shaking?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0234,Crisis Intervention,How much are you trembling or shaking?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0234,Crisis Intervention,How much are you trembling or shaking?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0235,Crisis Intervention,How severely have you stopped taking care of basic needs?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0235,Crisis Intervention,How severely have you stopped taking care of basic needs?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0235,Crisis Intervention,How severely have you stopped taking care of basic needs?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0236,Crisis Intervention,Does life feel meaningless right now?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0236,Crisis Intervention,Does life feel meaningless right now?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0236,Crisis Intervention,Does life feel meaningless right now?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0237,Crisis Intervention,"In your daily life, are you currently in immediate danger?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0237,Crisis Intervention,"In your daily life, are you currently in immediate danger?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0237,Crisis Intervention,"In your daily life, are you currently in immediate danger?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0238,Crisis Intervention,"Recently, do you feel like you can't go on?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0238,Crisis Intervention,"Recently, do you feel like you can't go on?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0238,Crisis Intervention,"Recently, do you feel like you can't go on?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0239,Crisis Intervention,"In the past month, are you experiencing withdrawal symptoms?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0239,Crisis Intervention,"In the past month, are you experiencing withdrawal symptoms?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0239,Crisis Intervention,"In the past month, are you experiencing withdrawal symptoms?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0240,Crisis Intervention,How often are you aware of crisis hotline numbers?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0240,Crisis Intervention,How often are you aware of crisis hotline numbers?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0240,Crisis Intervention,How often are you aware of crisis hotline numbers?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0241,Crisis Intervention,"In your daily life, do you feel trapped with no way out?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0241,Crisis Intervention,"In your daily life, do you feel trapped with no way out?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0241,Crisis Intervention,"In your daily life, do you feel trapped with no way out?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0242,Crisis Intervention,"Recently, has your behavior changed drastically recently?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0242,Crisis Intervention,"Recently, has your behavior changed drastically recently?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0242,Crisis Intervention,"Recently, has your behavior changed drastically recently?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0243,Crisis Intervention,To what extent have you stopped eating or sleeping?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0243,Crisis Intervention,To what extent have you stopped eating or sleeping?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0243,Crisis Intervention,To what extent have you stopped eating or sleeping?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0244,Crisis Intervention,Would you say are you experiencing paranoid thoughts?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0244,Crisis Intervention,Would you say are you experiencing paranoid thoughts?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0244,Crisis Intervention,Would you say are you experiencing paranoid thoughts?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0245,Crisis Intervention,"In your daily life, do you believe people are plotting against you?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0245,Crisis Intervention,"In your daily life, do you believe people are plotting against you?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0245,Crisis Intervention,"In your daily life, do you believe people are plotting against you?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0246,Crisis Intervention,To what degree are you willing to accept help right now?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0246,Crisis Intervention,To what degree are you willing to accept help right now?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0246,Crisis Intervention,To what degree are you willing to accept help right now?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0247,Crisis Intervention,"In the past month, do you feel like you're in a crisis situation?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0247,Crisis Intervention,"In the past month, do you feel like you're in a crisis situation?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0247,Crisis Intervention,"In the past month, do you feel like you're in a crisis situation?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0248,Crisis Intervention,Are you experiencing paranoid thoughts?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0248,Crisis Intervention,Are you experiencing paranoid thoughts?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0248,Crisis Intervention,Are you experiencing paranoid thoughts?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0249,Crisis Intervention,"In the past month, can you remove dangerous items from your environment?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0249,Crisis Intervention,"In the past month, can you remove dangerous items from your environment?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0249,Crisis Intervention,"In the past month, can you remove dangerous items from your environment?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0250,Crisis Intervention,How often can you remove dangerous items from your environment?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0250,Crisis Intervention,How often can you remove dangerous items from your environment?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0250,Crisis Intervention,How often can you remove dangerous items from your environment?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0251,Crisis Intervention,"Regarding your mental health, are you currently in immediate danger?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0251,Crisis Intervention,"Regarding your mental health, are you currently in immediate danger?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0251,Crisis Intervention,"Regarding your mental health, are you currently in immediate danger?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0252,Crisis Intervention,"When facing challenges, is your current emotional state affecting your ability to function?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0252,Crisis Intervention,"When facing challenges, is your current emotional state affecting your ability to function?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0252,Crisis Intervention,"When facing challenges, is your current emotional state affecting your ability to function?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0253,Crisis Intervention,"In the past month, are you willing to accept help right now?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0253,Crisis Intervention,"In the past month, are you willing to accept help right now?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0253,Crisis Intervention,"In the past month, are you willing to accept help right now?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0254,Crisis Intervention,"In general, are you in shock from a recent event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0254,Crisis Intervention,"In general, are you in shock from a recent event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0254,Crisis Intervention,"In general, are you in shock from a recent event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0255,Crisis Intervention,To what extent do you have plans to hurt another person?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0255,Crisis Intervention,To what extent do you have plans to hurt another person?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0255,Crisis Intervention,To what extent do you have plans to hurt another person?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0256,Crisis Intervention,Would you say do you feel overwhelmed and unable to cope?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0256,Crisis Intervention,Would you say do you feel overwhelmed and unable to cope?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0256,Crisis Intervention,Would you say do you feel overwhelmed and unable to cope?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0257,Crisis Intervention,Would you say do you have the means to carry out self-harm?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0257,Crisis Intervention,Would you say do you have the means to carry out self-harm?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0257,Crisis Intervention,Would you say do you have the means to carry out self-harm?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0258,Crisis Intervention,"During difficult times, are you having medication side effects?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0258,Crisis Intervention,"During difficult times, are you having medication side effects?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0258,Crisis Intervention,"During difficult times, are you having medication side effects?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0259,Crisis Intervention,Have you attempted suicide in the past?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0259,Crisis Intervention,Have you attempted suicide in the past?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0259,Crisis Intervention,Have you attempted suicide in the past?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0260,Crisis Intervention,To what degree have you used alcohol or drugs in the past 24 hours?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0260,Crisis Intervention,To what degree have you used alcohol or drugs in the past 24 hours?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0260,Crisis Intervention,To what degree have you used alcohol or drugs in the past 24 hours?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0261,Crisis Intervention,"In general, do you feel safe right now?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0261,Crisis Intervention,"In general, do you feel safe right now?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0261,Crisis Intervention,"In general, do you feel safe right now?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0262,Crisis Intervention,How often can you commit to staying safe for the next 24 hours?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0262,Crisis Intervention,How often can you commit to staying safe for the next 24 hours?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0262,Crisis Intervention,How often can you commit to staying safe for the next 24 hours?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0263,Crisis Intervention,How often have you been in crisis before?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0263,Crisis Intervention,How often have you been in crisis before?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0263,Crisis Intervention,How often have you been in crisis before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0264,Crisis Intervention,Would you say are you willing to accept help right now?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0264,Crisis Intervention,Would you say are you willing to accept help right now?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0264,Crisis Intervention,Would you say are you willing to accept help right now?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0265,Crisis Intervention,"Recently, are you in emotional distress that feels unbearable?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0265,Crisis Intervention,"Recently, are you in emotional distress that feels unbearable?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0265,Crisis Intervention,"Recently, are you in emotional distress that feels unbearable?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0266,Crisis Intervention,"In the past month, do you have plans to hurt another person?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0266,Crisis Intervention,"In the past month, do you have plans to hurt another person?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0266,Crisis Intervention,"In the past month, do you have plans to hurt another person?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0267,Crisis Intervention,"During difficult times, do you feel like you can't breathe properly?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0267,Crisis Intervention,"During difficult times, do you feel like you can't breathe properly?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0267,Crisis Intervention,"During difficult times, do you feel like you can't breathe properly?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0268,Crisis Intervention,"In the past month, do you have a suicide plan?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0268,Crisis Intervention,"In the past month, do you have a suicide plan?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0268,Crisis Intervention,"In the past month, do you have a suicide plan?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0269,Crisis Intervention,"Recently, have you stopped taking care of basic needs?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0269,Crisis Intervention,"Recently, have you stopped taking care of basic needs?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0269,Crisis Intervention,"Recently, have you stopped taking care of basic needs?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0270,Crisis Intervention,To what extent have you used crisis services before?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0270,Crisis Intervention,To what extent have you used crisis services before?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0270,Crisis Intervention,To what extent have you used crisis services before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0271,Crisis Intervention,How much do you feel trapped with no way out?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0271,Crisis Intervention,How much do you feel trapped with no way out?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0271,Crisis Intervention,How much do you feel trapped with no way out?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0272,Crisis Intervention,Would you say do you feel you might lose control and hurt someone?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0272,Crisis Intervention,Would you say do you feel you might lose control and hurt someone?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0272,Crisis Intervention,Would you say do you feel you might lose control and hurt someone?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0273,Crisis Intervention,"Recently, are you having medication side effects?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0273,Crisis Intervention,"Recently, are you having medication side effects?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0273,Crisis Intervention,"Recently, are you having medication side effects?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0274,Crisis Intervention,How severely are you having thoughts of harming yourself?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0274,Crisis Intervention,How severely are you having thoughts of harming yourself?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0274,Crisis Intervention,How severely are you having thoughts of harming yourself?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0275,Crisis Intervention,Have you overdosed on any substance?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0275,Crisis Intervention,Have you overdosed on any substance?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0275,Crisis Intervention,Have you overdosed on any substance?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0276,Crisis Intervention,"When facing challenges, are you trembling or shaking?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0276,Crisis Intervention,"When facing challenges, are you trembling or shaking?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0276,Crisis Intervention,"When facing challenges, are you trembling or shaking?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0277,Crisis Intervention,To what degree do you believe people are plotting against you?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0277,Crisis Intervention,To what degree do you believe people are plotting against you?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0277,Crisis Intervention,To what degree do you believe people are plotting against you?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0278,Crisis Intervention,"In general, have you used alcohol or drugs in the past 24 hours?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0278,Crisis Intervention,"In general, have you used alcohol or drugs in the past 24 hours?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0278,Crisis Intervention,"In general, have you used alcohol or drugs in the past 24 hours?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0279,Crisis Intervention,Are you taking psychiatric medication?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0279,Crisis Intervention,Are you taking psychiatric medication?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0279,Crisis Intervention,Are you taking psychiatric medication?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0280,Crisis Intervention,"Over the past few months, are you having thoughts of harming someone else?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0280,Crisis Intervention,"Over the past few months, are you having thoughts of harming someone else?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0280,Crisis Intervention,"Over the past few months, are you having thoughts of harming someone else?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0281,Crisis Intervention,How severely have you experienced a sudden loss recently?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0281,Crisis Intervention,How severely have you experienced a sudden loss recently?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0281,Crisis Intervention,How severely have you experienced a sudden loss recently?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0282,Crisis Intervention,"During difficult times, are you aware of crisis hotline numbers?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0282,Crisis Intervention,"During difficult times, are you aware of crisis hotline numbers?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0282,Crisis Intervention,"During difficult times, are you aware of crisis hotline numbers?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0283,Crisis Intervention,Do you feel detached from reality?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0283,Crisis Intervention,Do you feel detached from reality?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0283,Crisis Intervention,Do you feel detached from reality?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0284,Crisis Intervention,"In your daily life, are you in emotional distress that feels unbearable?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0284,Crisis Intervention,"In your daily life, are you in emotional distress that feels unbearable?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0284,Crisis Intervention,"In your daily life, are you in emotional distress that feels unbearable?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0285,Crisis Intervention,"Over the past few months, have you stopped taking care of basic needs?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0285,Crisis Intervention,"Over the past few months, have you stopped taking care of basic needs?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0285,Crisis Intervention,"Over the past few months, have you stopped taking care of basic needs?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0286,Crisis Intervention,"Recently, are you currently in immediate danger?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0286,Crisis Intervention,"Recently, are you currently in immediate danger?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0286,Crisis Intervention,"Recently, are you currently in immediate danger?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0287,Crisis Intervention,Have you stopped taking care of basic needs?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0287,Crisis Intervention,Have you stopped taking care of basic needs?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0287,Crisis Intervention,Have you stopped taking care of basic needs?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0288,Crisis Intervention,"During difficult times, has your behavior changed drastically recently?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0288,Crisis Intervention,"During difficult times, has your behavior changed drastically recently?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0288,Crisis Intervention,"During difficult times, has your behavior changed drastically recently?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0289,Crisis Intervention,"In your daily life, are you taking psychiatric medication?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0289,Crisis Intervention,"In your daily life, are you taking psychiatric medication?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0289,Crisis Intervention,"In your daily life, are you taking psychiatric medication?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0290,Crisis Intervention,"During difficult times, should we call emergency services?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0290,Crisis Intervention,"During difficult times, should we call emergency services?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0290,Crisis Intervention,"During difficult times, should we call emergency services?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0291,Crisis Intervention,"Regarding your mental health, are you isolating yourself from everyone?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0291,Crisis Intervention,"Regarding your mental health, are you isolating yourself from everyone?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0291,Crisis Intervention,"Regarding your mental health, are you isolating yourself from everyone?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0292,Crisis Intervention,"When facing challenges, do you have the means to carry out self-harm?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0292,Crisis Intervention,"When facing challenges, do you have the means to carry out self-harm?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0292,Crisis Intervention,"When facing challenges, do you have the means to carry out self-harm?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0293,Crisis Intervention,To what degree do you feel like you can't breathe properly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0293,Crisis Intervention,To what degree do you feel like you can't breathe properly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0293,Crisis Intervention,To what degree do you feel like you can't breathe properly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0294,Crisis Intervention,"Recently, what helped you during past crises?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0294,Crisis Intervention,"Recently, what helped you during past crises?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0294,Crisis Intervention,"Recently, what helped you during past crises?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0295,Crisis Intervention,"Over the past few months, have you recently experienced a traumatic event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0295,Crisis Intervention,"Over the past few months, have you recently experienced a traumatic event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0295,Crisis Intervention,"Over the past few months, have you recently experienced a traumatic event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0296,Crisis Intervention,Are you experiencing a panic attack right now?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0296,Crisis Intervention,Are you experiencing a panic attack right now?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0296,Crisis Intervention,Are you experiencing a panic attack right now?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0297,Crisis Intervention,To what extent have you attempted suicide in the past?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0297,Crisis Intervention,To what extent have you attempted suicide in the past?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0297,Crisis Intervention,To what extent have you attempted suicide in the past?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0298,Crisis Intervention,"When facing challenges, do you need immediate medical attention?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0298,Crisis Intervention,"When facing challenges, do you need immediate medical attention?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0298,Crisis Intervention,"When facing challenges, do you need immediate medical attention?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0299,Crisis Intervention,"In the past week, do you have a suicide plan?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0299,Crisis Intervention,"In the past week, do you have a suicide plan?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0299,Crisis Intervention,"In the past week, do you have a suicide plan?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0300,Crisis Intervention,Do you need to go to the emergency room?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0300,Crisis Intervention,Do you need to go to the emergency room?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0300,Crisis Intervention,Do you need to go to the emergency room?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0301,Crisis Intervention,"When facing challenges, are you isolating yourself from everyone?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
